0
//Year   Month   Day   DoW   Hour   Minute   Second
*        *       *     *     09     30       0
*        *       *     *     10     30       0
*        *       *     *     11     30       0
*        *       *     *     12     30       0
*        *       *     *     13     30       0
*        *       *     *     14     30       0
*        *       *     *     15     30       0
*        *       *     *     16     30       0
*        *       *     *     17     30       0
*        *       *     *     18     30       0
*        *       *     *     23     30       0
end

1
//Group   SpawnRate
1	  50
2	  50
end

2
//Index   Group   SpawnMinute
1	  1	  0
1	  2	  10
1	  3	  20
2	  1	  0
2	  2	  10
2	  3	  20
end

3
//Index   Group   Monster   Count   X      Y      TX      TY
1	  1	  39	    50	    60	   28	  132	  73
1	  1	  34	    50	    60	   28	  132	  73
1	  1	  41	    50	    60	   28	  132	  73
1	  1	  37	    50	    60	   28	  132	  73
1	  1	  40	    50	    60	   28	  132	  73
1	  1	  35	    50	    60	   28	  132	  73
1	  1	  51	    50	    60	   28	  132	  73
1	  1	  52	    50	    60	   28	  132	  73
1	  1	  48	    50	    60	   28	  132	  73
1	  1	  62	    50	    60	   28	  132	  73
1	  2	  69	    50	    60	   58	  132	  101
1	  2	  60	    50	    60	   58	  132	  101
1	  2	  71	    50	    60	   58	  132	  101
1	  2	  57	    50	    60	   58	  132	  101
1	  2	  70	    50	    60	   58	  132	  101
1	  2	  58	    50	    60	   58	  132	  101
1	  2	  61	    50	    60	   58	  132	  101
1	  2	  73	    50	    60	   58	  132	  101
1	  2	  74	    50	    60	   58	  132	  101
1	  2	  72	    50	    60	   58	  132	  101
1	  3	  139	    50	    60	   58	  132	  101
1	  3	  123	    50	    60	   58	  132	  101
1	  3	  74	    50	    60	   58	  132	  101
1	  3	  62	    50	    60	   58	  132	  101
1	  3	  293	    50	    60	   58	  132	  101
1	  3	  292	    50	    60	   58	  132	  101
1	  3	  291	    50	    60	   58	  132	  101
1	  3	  295	    1	    60	   58	  132	  101
2	  1	  39	    50	    60	   28	  132	  73
2	  1	  34	    50	    60	   28	  132	  73
2	  1	  41	    50	    60	   28	  132	  73
2	  1	  37	    50	    60	   28	  132	  73
2	  1	  40	    50	    60	   28	  132	  73
2	  1	  35	    50	    60	   28	  132	  73
2	  1	  51	    50	    60	   28	  132	  73
2	  1	  52	    50	    60	   28	  132	  73
2	  1	  48	    50	    60	   28	  132	  73
2	  1	  62	    50	    60	   28	  132	  73
2	  2	  294	    50	    60	   58	  132	  101
2	  2	  290	    50	    60	   58	  132	  101
2	  2	  193	    50	    60	   58	  132	  101
2	  2	  194	    50	    60	   58	  132	  101
2	  2	  192	    50	    60	   58	  132	  101
2	  2	  190	    50	    60	   58	  132	  101
2	  2	  195	    50	    60	   58	  132	  101
2	  2	  61	    50	    60	   58	  132	  101
2	  2	  73	    50	    60	   58	  132	  101
2	  2	  127	    50	    60	   58	  132	  101
2	  3	  139	    50	    60	   58	  132	  101
2	  3	  123	    50	    60	   58	  132	  101
2	  3	  74	    50	    60	   58	  132	  101
2	  3	  62	    50	    60	   58	  132	  101
2	  3	  293	    50	    60	   58	  132	  101
2	  3	  292	    50	    60	   58	  132	  101
2	  3	  291	    50	    60	   58	  132	  101
2	  3	  295	    1	    60	   58	  132	  101
end
