/////////////////////////////////////////////////////////////////////////////
//NPC NAME - 001 - Liaman the Barmaid
/////////////////////////////////////////////////////////////////////////////
//Index Type   	Level   Dur   	Skill   Luck   Option   ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5
14	11	0	0	0	0	0	0       0       0       0       255     255     255     255     255	//bol
14	11	8	0	0	0	0	0       0       0       0       255     255     255     255     255	//bol
14	11	9	0	0	0	0	0       0       0       0       255     255     255     255     255	//bol
14	11	10	0	0	0	0	0       0       0       0       255     255     255     255     255	//bol
14	11	11	0	0	0	0	0       0       0       0       255     255     255     255     255	//bol
14	11	12	0	0	0	0	0       0       0       0       255     255     255     255     255	//bol




//desativado
//14	23	0	255	0	0	0	0       0       0       0       255     255     255     255     255	//Scroll of the Emperor
//14	24	0	255	0	0	0	0       0       0       0       255     255     255     255     255	//Broken Sword
//14	68	0	255	0	0	0	0       0       0       0       255     255     255     255     255	//Abyssal Eye
//14	25	0	255	0	0	0	0       0       0       0       255     255     255     255     255	//Tear of Elf
//14	26	0	255	0	0	0	0       0       0       0       255     255     255     255     255	//Soul Shard of Wizard
//14	13	0	255	0	0	0	0       0       0       0       255     255     255     255     255	//Soul
//14	16	0	0	0	0	0	0       0       0       0       255     255     255     255     255	//life

end
